value,count,acres,year,county,Category,Crop_0_1
69,1780,395.8624712,2011,Canyon, Grapes,1
71,313,69.60952442,2011,Canyon, Other Tree Crops,1
111,59383,13206.46131,2011,Canyon, Open Water,0
121,145025,32252.78364,2011,Canyon, Developed/Open Space,0
122,61680,13717.30181,2011,Canyon, Developed/Low Intensity,0
123,7579,1685.529027,2011,Canyon, Developed/Medium Intensity,0
124,594,132.1024201,2011,Canyon, Developed/High Intensity,0
131,990,220.1707002,2011,Canyon, Barren,0
142,322,71.61107624,2011,Canyon, Evergreen Forest,0
152,167391,37226.86231,2011,Canyon, Shrubland,0
176,336746,74890.5077,2011,Canyon, Grass/Pasture,0
190,1626,361.6136956,2011,Canyon, Woody Wetlands,0
195,8294,1844.5412,2011,Canyon, Herbaceous Wetlands,0
205,4815,1070.830224,2011,Canyon, Triticale,1
206,4501,1000.998305,2011,Canyon, Carrots,1
207,21,4.670287581,2011,Canyon,Asparagus,1
210,1,0.222394647,2011,Canyon,Prunes,1
218,51,11.34212698,2011,Canyon, Nectarines,1
219,5,1.111973234,2011,Canyon, Greens,1
220,10,2.223946467,2011,Canyon, Plums,1
225,35,7.783812635,2011,Canyon, Dbl Crop WinWht/Corn,1
227,113,25.13059508,2011,Canyon, Lettuce,1
229,217,48.25963834,2011,Canyon,Pumpkin,1
236,21,4.670287581,2011,Canyon,Dbl Crop WinWht/Sorgum,1
243,21,4.670287581,2011,Canyon,Cabbage,1
246,395,87.84588545,2011,Canyon, Radishes,1
247,1222,271.7662583,2011,Canyon, Turnips,1
0,1753286,389921.4206,2012,Canyon,NA,NA
1,210210,46749.57869,2012,Canyon, Corn,1
4,238,52.92992592,2012,Canyon, Sorghum,1
5,133,29.57848801,2012,Canyon,Soybeans,1
12,14702,3269.646096,2012,Canyon, Sweet Corn,1
13,407,90.51462121,2012,Canyon, Pop or Orn Corn,1
14,27,6.004655461,2012,Canyon, Mint,1
21,5561,1236.73663,2012,Canyon, Barley,1
23,12049,2679.633098,2012,Canyon, Spring Wheat,1
24,132512,29469.95943,2012,Canyon, Winter Wheat,1
28,1836,408.3165714,2012,Canyon, Oats,1
32,3,0.66718394,2012,Canyon, Flaxseed,1
35,3,0.66718394,2012,Canyon, Mustard,1
36,227127,50511.82892,2012,Canyon, Alfalfa,1
37,1679,373.4006118,2012,Canyon, Other Hay/Non Alfalfa,1
41,44750,9952.16044,2012,Canyon, Sugarbeets,1
42,75605,16814.14726,2012,Canyon, Dry Beans,1
43,24879,5532.956416,2012,Canyon, Potatoes,1
44,4499,1000.553516,2012,Canyon, Other Crops,1
47,28,6.227050108,2012,Canyon, Misc Vegs & Fruits,1
49,37439,8326.233178,2012,Canyon, Onions,1
53,12546,2790.163238,2012,Canyon, Peas,1
56,7094,1577.667624,2012,Canyon, Hops,1
57,49232,10948.93325,2012,Canyon, Herbs,1
58,596,132.5472094,2012,Canyon, Clover/Wildflowers,0
59,174,38.69666853,2012,Canyon, Sod/Grass Seed,1
61,102270,22744.30052,2012,Canyon, Fallow/Idle Cropland,0
66,1870,415.8779894,2012,Canyon,Cherries,1
67,3465,770.5974509,2012,Canyon, Peaches,1
68,8944,1989.09772,2012,Canyon, Apples,1
69,1569,348.9372007,2012,Canyon, Grapes,1
77,164,36.47272206,2012,Canyon, Pears,1
111,54776,12181.88917,2012,Canyon, Open Water,0
112,9,2.00155182,2012,Canyon, Perennial Ice/Snow,0
121,144592,32156.48676,2012,Canyon, Developed/Open Space,0
122,61685,13718.41378,2012,Canyon, Developed/Low Intensity,0
123,6766,1504.72218,2012,Canyon, Developed/Medium Intensity,0
124,533,118.5363467,2012,Canyon, Developed/High Intensity,0
131,2145,477.0365172,2012,Canyon, Barren,0
142,54,12.00931092,2012,Canyon, Evergreen Forest,0
152,95056,21139.94554,2012,Canyon, Shrubland,0
176,361044,80294.25283,2012,Canyon, Grass/Pasture,0
190,5534,1230.731975,2012,Canyon, Woody Wetlands,0
195,9455,2102.741385,2012,Canyon, Herbaceous Wetlands,0
205,3102,689.8681941,2012,Canyon, Triticale,1
206,4871,1083.284324,2012,Canyon, Carrots,1
216,41,9.118180515,2012,Canyon, Peppers,1
218,77,17.1243878,2012,Canyon, Nectarines,1
220,168,37.36230065,2012,Canyon, Plums,1
223,683,151.8955437,2012,Canyon,Apricots,1
225,263,58.48979209,2012,Canyon, Dbl Crop WinWht/Corn,1
227,400,88.95785869,2012,Canyon, Lettuce,1
229,100,22.23946467,2012,Canyon,Pumpkin,1
246,472,104.9702732,2012,Canyon, Radishes,1
247,3425,761.701665,2012,Canyon, Turnips,1
0,1753286,389921.4206,2013,Canyon,NA,NA
1,204125,45396.30726,2013,Canyon, Corn,1
4,232,51.59555804,2013,Canyon, Sorghum,1
12,13837,3077.274727,2013,Canyon, Sweet Corn,1
13,324,72.05586554,2013,Canyon, Pop or Orn Corn,1
14,37,8.228601928,2013,Canyon, Mint,1
21,4693,1043.698077,2013,Canyon, Barley,1
23,13612,3027.235931,2013,Canyon, Spring Wheat,1
24,158258,35195.732,2013,Canyon, Winter Wheat,1
27,32,7.116628695,2013,Canyon, Rye,1
28,1569,348.9372007,2013,Canyon, Oats,1
35,2,0.444789293,2013,Canyon, Mustard,1
36,203809,45326.03055,2013,Canyon, Alfalfa,1
37,9603,2135.655792,2013,Canyon, Other Hay/Non Alfalfa,1
38,213,47.37005975,2013,Canyon,Camelina,1
41,41683,9270.076059,2013,Canyon, Sugarbeets,1
42,46385,10315.77569,2013,Canyon, Dry Beans,1
43,21503,4782.152088,2013,Canyon, Potatoes,1
44,2832,629.8216395,2013,Canyon, Other Crops,1
47,15,3.335919701,2013,Canyon, Misc Vegs & Fruits,1
49,49910,11099.71682,2013,Canyon, Onions,1
53,11168,2483.703414,2013,Canyon, Peas,1
56,7470,1661.288011,2013,Canyon, Hops,1
57,37888,8426.088375,2013,Canyon, Herbs,1
58,348,77.39333706,2013,Canyon, Clover/Wildflowers,0
59,561,124.7633968,2013,Canyon, Sod/Grass Seed,1
61,61597,13698.84305,2013,Canyon, Fallow/Idle Cropland,0
66,2117,470.8094671,2013,Canyon,Cherries,1
67,3273,727.8976787,2013,Canyon, Peaches,1
68,7693,1710.882017,2013,Canyon, Apples,1
69,879,195.4848945,2013,Canyon, Grapes,1
71,8,1.779157174,2013,Canyon, Other Tree Crops,1
77,105,23.3514379,2013,Canyon, Pears,1
111,59304,13188.89213,2013,Canyon, Open Water,0
112,1,0.222394647,2013,Canyon, Perennial Ice/Snow,0
121,145795,32424.02752,2013,Canyon, Developed/Open Space,0
122,60551,13466.21825,2013,Canyon, Developed/Low Intensity,0
123,8063,1793.168036,2013,Canyon, Developed/Medium Intensity,0
124,537,119.4259253,2013,Canyon, Developed/High Intensity,0
131,140,31.13525054,2013,Canyon, Barren,0
142,479,106.5270358,2013,Canyon, Evergreen Forest,0
152,44862,9977.068641,2013,Canyon, Shrubland,0
176,484967,107854.0646,2013,Canyon, Grass/Pasture,0
190,2945,654.9522346,2013,Canyon, Woody Wetlands,0
195,10212,2271.094132,2013,Canyon, Herbaceous Wetlands,0
205,2468,548.8699881,2013,Canyon, Triticale,1
206,1653,367.618351,2013,Canyon, Carrots,1
216,117,26.02017367,2013,Canyon, Peppers,1
218,133,29.57848801,2013,Canyon, Nectarines,1
219,89,19.79312356,2013,Canyon, Greens,1
220,301,66.94078866,2013,Canyon, Plums,1
223,124,27.57693619,2013,Canyon,Apricots,1
225,1162,258.4225795,2013,Canyon, Dbl Crop WinWht/Corn,1
227,639,142.1101793,2013,Canyon, Lettuce,1
229,179,39.80864176,2013,Canyon,Pumpkin,1
243,34,7.561417988,2013,Canyon,Cabbage,1
246,2497,555.3194328,2013,Canyon, Radishes,1
247,3829,851.5491023,2013,Canyon, Turnips,1
0,1753286,389921.4206,2014,Canyon,NA,NA
1,164538,36592.37038,2014,Canyon, Corn,1
4,584,129.8784737,2014,Canyon, Sorghum,1
12,18096,4024.453527,2014,Canyon, Sweet Corn,1
13,243,54.04189915,2014,Canyon, Pop or Orn Corn,1
21,3666,815.2987749,2014,Canyon, Barley,1
23,19743,4390.73751,2014,Canyon, Spring Wheat,1
24,127370,28326.40615,2014,Canyon, Winter Wheat,1
27,21,4.670287581,2014,Canyon, Rye,1
28,2575,572.6662153,2014,Canyon, Oats,1
36,237654,52852.97737,2014,Canyon, Alfalfa,1
37,7531,1674.854084,2014,Canyon, Other Hay/Non Alfalfa,1
38,6,1.33436788,2014,Canyon,Camelina,1
41,41552,9240.94236,2014,Canyon, Sugarbeets,1
42,73434,16331.32849,2014,Canyon, Dry Beans,1
43,18817,4184.800067,2014,Canyon, Potatoes,1
44,2195,488.1562495,2014,Canyon, Other Crops,1
48,24,5.337471521,2014,Canyon,Watermelon,1
49,41005,9119.292488,2014,Canyon, Onions,1
53,12351,2746.796282,2014,Canyon, Peas,1
56,13734,3054.368078,2014,Canyon, Hops,1
57,34832,7746.450334,2014,Canyon, Herbs,1
58,392,87.17870151,2014,Canyon, Clover/Wildflowers,0
59,842,187.2562925,2014,Canyon, Sod/Grass Seed,1
61,33026,7344.805602,2014,Canyon, Fallow/Idle Cropland,0
66,1833,407.6493874,2014,Canyon,Cherries,1
67,4744,1055.040204,2014,Canyon, Peaches,1
68,6471,1439.115759,2014,Canyon, Apples,1
69,1870,415.8779894,2014,Canyon, Grapes,1
77,444,98.74322314,2014,Canyon, Pears,1
111,54525,12126.06811,2014,Canyon, Open Water,0
121,143970,32018.15729,2014,Canyon, Developed/Open Space,0
122,62249,13843.84436,2014,Canyon, Developed/Low Intensity,0
123,15817,3517.616127,2014,Canyon, Developed/Medium Intensity,0
124,2147,477.4813065,2014,Canyon, Developed/High Intensity,0
131,141,31.35764519,2014,Canyon, Barren,0
141,6,1.33436788,2014,Canyon, Deciduous Forest,0
142,795,176.8037441,2014,Canyon, Evergreen Forest,0
152,48515,10789.47629,2014,Canyon, Shrubland,0
176,502163,111678.363,2014,Canyon, Grass/Pasture,0
190,3523,783.4963404,2014,Canyon, Woody Wetlands,0
195,10645,2367.391014,2014,Canyon, Herbaceous Wetlands,0
205,9232,2053.147378,2014,Canyon, Triticale,1
206,5516,1226.728871,2014,Canyon, Carrots,1
207,2,0.444789293,2014,Canyon,Asparagus,1
216,275,61.15852785,2014,Canyon, Peppers,1
218,25,5.559866168,2014,Canyon, Nectarines,1
219,391,86.95630687,2014,Canyon, Greens,1
220,490,108.9733769,2014,Canyon, Plums,1
223,155,34.47117024,2014,Canyon,Apricots,1
225,855,190.1474229,2014,Canyon, Dbl Crop WinWht/Corn,1
227,192,42.69977217,2014,Canyon, Lettuce,1
229,420,93.40575162,2014,Canyon,Pumpkin,1
237,1191,264.8720242,2014,Canyon,Dbl Crop Barley/Corn,1
246,1229,273.3230208,2014,Canyon, Radishes,1
247,2800,622.7050108,2014,Canyon, Turnips,1
0,1753286,389921.4206,2015,Canyon,NA,NA
1,183019,40702.44585,2015,Canyon, Corn,1
4,831,184.8099514,2015,Canyon, Sorghum,1
12,19354,4304.225992,2015,Canyon, Sweet Corn,1
13,5,1.111973234,2015,Canyon, Pop or Orn Corn,1
21,5749,1278.546824,2015,Canyon, Barley,1
23,20855,4638.040357,2015,Canyon, Spring Wheat,1
24,114335,25427.49193,2015,Canyon, Winter Wheat,1
27,3,0.66718394,2015,Canyon, Rye,1
28,2338,519.958684,2015,Canyon, Oats,1
29,19,4.225498288,2015,Canyon,Millet,1
36,269382,59909.11472,2015,Canyon, Alfalfa,1
37,9941,2210.825183,2015,Canyon, Other Hay/Non Alfalfa,1
38,11,2.446341114,2015,Canyon,Camelina,1
41,49860,11088.59709,2015,Canyon, Sugarbeets,1
42,45721,10168.10564,2015,Canyon, Dry Beans,1
43,15760,3504.939632,2015,Canyon, Potatoes,1
44,2875,639.3846093,2015,Canyon, Other Crops,1
47,357,79.39488888,2015,Canyon, Misc Vegs & Fruits,1
49,51624,11480.90124,2015,Canyon, Onions,1
53,12461,2771.259693,2015,Canyon, Peas,1
56,6300,1401.086274,2015,Canyon, Hops,1
57,42694,9494.917047,2015,Canyon, Herbs,1
58,222,49.37161157,2015,Canyon, Clover/Wildflowers,0
59,1077,239.5190345,2015,Canyon, Sod/Grass Seed,1
61,80639,17933.68192,2015,Canyon, Fallow/Idle Cropland,0
66,1517,337.3726791,2015,Canyon,Cherries,1
67,4735,1053.038652,2015,Canyon, Peaches,1
68,10053,2235.733383,2015,Canyon, Apples,1
69,2138,475.4797547,2015,Canyon, Grapes,1
77,219,48.70442763,2015,Canyon, Pears,1
111,57228,12727.20084,2015,Canyon, Open Water,0
112,1,0.222394647,2015,Canyon, Perennial Ice/Snow,0
121,141791,31533.55935,2015,Canyon, Developed/Open Space,0
122,61622,13704.40292,2015,Canyon, Developed/Low Intensity,0
123,16076,3575.216341,2015,Canyon, Developed/Medium Intensity,0
124,2359,524.6289716,2015,Canyon, Developed/High Intensity,0
131,153,34.02638095,2015,Canyon, Barren,0
141,22,4.892682228,2015,Canyon, Deciduous Forest,0
142,1657,368.5079296,2015,Canyon, Evergreen Forest,0
152,68833,15308.09072,2015,Canyon, Shrubland,0
176,403657,89771.15591,2015,Canyon, Grass/Pasture,0
190,2805,623.816984,2015,Canyon, Woody Wetlands,0
195,8131,1808.290872,2015,Canyon, Herbaceous Wetlands,0
205,7318,1627.484025,2015,Canyon, Triticale,1
206,5487,1220.279427,2015,Canyon, Carrots,1
216,150,33.35919701,2015,Canyon, Peppers,1
218,658,146.3356775,2015,Canyon, Nectarines,1
219,328,72.94544412,2015,Canyon, Greens,1
220,314,69.83191907,2015,Canyon, Plums,1
225,405,90.06983192,2015,Canyon, Dbl Crop WinWht/Corn,1
227,146,32.46961842,2015,Canyon, Lettuce,1
229,42,9.340575162,2015,Canyon,Pumpkin,1
246,33,7.339023342,2015,Canyon, Radishes,1
247,3552,789.9457851,2015,Canyon, Turnips,1
0,1753286,389921.4206,2016,Canyon,NA,NA
1,206312,45882.68435,2016,Canyon, Corn,1
4,369,82.06362464,2016,Canyon, Sorghum,1
6,1,0.222394647,2016,Canyon, Sunflowers,1
12,14376,3197.145441,2016,Canyon, Sweet Corn,1
13,1,0.222394647,2016,Canyon, Pop or Orn Corn,1
21,1934,430.1112467,2016,Canyon, Barley,1
23,11842,2633.597406,2016,Canyon, Spring Wheat,1
24,131763,29303.38583,2016,Canyon, Winter Wheat,1
27,263,58.48979209,2016,Canyon, Rye,1
28,358,79.61728352,2016,Canyon, Oats,1
35,1,0.222394647,2016,Canyon, Mustard,1
36,283578,63066.22913,2016,Canyon, Alfalfa,1
37,6355,1413.31798,2016,Canyon, Other Hay/Non Alfalfa,1
41,51310,11411.06932,2016,Canyon, Sugarbeets,1
42,45642,10150.53647,2016,Canyon, Dry Beans,1
43,15547,3457.569572,2016,Canyon, Potatoes,1
44,2437,541.975754,2016,Canyon, Other Crops,1
46,12,2.668735761,2016,Canyon, Sweet Potatoes,1
47,2,0.444789293,2016,Canyon, Misc Vegs & Fruits,1
49,41649,9262.514641,2016,Canyon, Onions,1
53,16552,3681.076192,2016,Canyon, Peas,1
56,14265,3172.459635,2016,Canyon, Hops,1
57,41699,9273.634373,2016,Canyon, Herbs,1
58,367,81.61883534,2016,Canyon, Clover/Wildflowers,0
59,835,185.69953,2016,Canyon, Sod/Grass Seed,1
61,70257,15624.78069,2016,Canyon, Fallow/Idle Cropland,0
66,1254,278.882887,2016,Canyon,Cherries,1
67,3165,703.8790568,2016,Canyon, Peaches,1
68,8251,1834.97823,2016,Canyon, Apples,1
69,699,155.4538581,2016,Canyon, Grapes,1
77,105,23.3514379,2016,Canyon, Pears,1
111,58423,12992.96244,2016,Canyon, Open Water,0
121,141269,31417.46935,2016,Canyon, Developed/Open Space,0
122,60609,13479.11714,2016,Canyon, Developed/Low Intensity,0
123,16266,3617.471323,2016,Canyon, Developed/Medium Intensity,0
124,2088,464.3600223,2016,Canyon, Developed/High Intensity,0
131,460,102.3015375,2016,Canyon, Barren,0
141,8,1.779157174,2016,Canyon, Deciduous Forest,0
142,927,206.1598375,2016,Canyon, Evergreen Forest,0
152,68133,15152.41446,2016,Canyon, Shrubland,0
176,385032,85629.05561,2016,Canyon, Grass/Pasture,0
190,1783,396.5296551,2016,Canyon, Woody Wetlands,0
195,6902,1534.967852,2016,Canyon, Herbaceous Wetlands,0
205,9650,2146.108341,2016,Canyon, Triticale,1
206,6504,1446.454782,2016,Canyon, Carrots,1
216,345,76.72615312,2016,Canyon, Peppers,1
219,569,126.542554,2016,Canyon, Greens,1
220,383,85.17714969,2016,Canyon, Plums,1
225,677,150.5611758,2016,Canyon, Dbl Crop WinWht/Corn,1
227,366,81.3964407,2016,Canyon, Lettuce,1
229,6,1.33436788,2016,Canyon,Pumpkin,1
246,3040,676.079726,2016,Canyon, Radishes,1
247,2221,493.9385104,2016,Canyon, Turnips,1
0,1753286,389921.4206,2017,Canyon,NA,NA
1,199918,44460.69298,2017,Canyon, Corn,1
4,39,8.673391222,2017,Canyon, Sorghum,1
6,28,6.227050108,2017,Canyon, Sunflowers,1
13,11,2.446341114,2017,Canyon, Pop or Orn Corn,1
14,2,0.444789293,2017,Canyon, Mint,1
21,4203,934.7247001,2017,Canyon, Barley,1
22,22,4.892682228,2017,Canyon, Durum Wheat,1
23,10045,2233.954226,2017,Canyon, Spring Wheat,1
24,118849,26431.38137,2017,Canyon, Winter Wheat,1
28,1353,300.899957,2017,Canyon, Oats,1
32,2,0.444789293,2017,Canyon, Flaxseed,1
35,4,0.889578587,2017,Canyon, Mustard,1
36,289663,64419.50055,2017,Canyon, Alfalfa,1
37,9873,2195.702347,2017,Canyon, Other Hay/Non Alfalfa,1
41,45791,10183.67327,2017,Canyon, Sugarbeets,1
42,51832,11527.15933,2017,Canyon, Dry Beans,1
43,17990,4000.879694,2017,Canyon, Potatoes,1
44,1798,399.8655748,2017,Canyon, Other Crops,1
46,49,10.89733769,2017,Canyon, Sweet Potatoes,1
47,33,7.339023342,2017,Canyon, Misc Vegs & Fruits,1
49,53345,11863.64243,2017,Canyon, Onions,1
52,1,0.222394647,2017,Canyon, Lentils,1
53,22869,5085.943176,2017,Canyon, Peas,1
56,19842,4412.75458,2017,Canyon, Hops,1
57,42640,9482.907736,2017,Canyon, Herbs,1
58,498,110.7525341,2017,Canyon, Clover/Wildflowers,0
59,1315,292.4489604,2017,Canyon, Sod/Grass Seed,1
61,44413,9877.213444,2017,Canyon, Fallow/Idle Cropland,0
67,3755,835.0918984,2017,Canyon, Peaches,1
68,9323,2073.385291,2017,Canyon, Apples,1
69,3021,671.8542277,2017,Canyon, Grapes,1
77,16,3.558314347,2017,Canyon, Pears,1
111,56077,12471.2246,2017,Canyon, Open Water,0
112,2,0.444789293,2017,Canyon, Perennial Ice/Snow,0
121,141810,31537.78485,2017,Canyon, Developed/Open Space,0
122,61542,13686.61135,2017,Canyon, Developed/Low Intensity,0
123,15442,3434.218135,2017,Canyon, Developed/Medium Intensity,0
124,2761,614.0316196,2017,Canyon, Developed/High Intensity,0
131,452,100.5223803,2017,Canyon, Barren,0
142,1334,296.6744587,2017,Canyon, Evergreen Forest,0
143,2,0.444789293,2017,Canyon, Mixed Forest,0
152,70980,15785.57202,2017,Canyon, Shrubland,0
176,393267,87460.47553,2017,Canyon, Grass/Pasture,0
190,4089,909.3717104,2017,Canyon, Woody Wetlands,0
195,9284,2064.7119,2017,Canyon, Herbaceous Wetlands,0
205,11864,2638.490089,2017,Canyon, Triticale,1
206,5617,1249.190731,2017,Canyon, Carrots,1
216,147,32.69201307,2017,Canyon, Peppers,1
218,10,2.223946467,2017,Canyon, Nectarines,1
219,75,16.6795985,2017,Canyon, Greens,1
220,359,79.83967817,2017,Canyon, Plums,1
222,18,4.003103641,2017,Canyon, Squash,1
225,1400,311.3525054,2017,Canyon, Dbl Crop WinWht/Corn,1
227,2969,660.2897061,2017,Canyon, Lettuce,1
242,38,8.450996575,2017,Canyon, Blueberries,1
246,2259,502.3895069,2017,Canyon, Radishes,1
247,2521,560.6569044,2017,Canyon, Turnips,1
0,1753286,389921.4206,2018,Canyon,NA,NA
1,217778,48432.66137,2018,Canyon, Corn,1
4,168,37.36230065,2018,Canyon, Sorghum,1
6,42,9.340575162,2018,Canyon, Sunflowers,1
13,218,48.48203298,2018,Canyon, Pop or Orn Corn,1
21,4915,1093.069689,2018,Canyon, Barley,1
23,14861,3305.006845,2018,Canyon, Spring Wheat,1
24,117261,26078.21867,2018,Canyon, Winter Wheat,1
25,32,7.116628695,2018,Canyon, Other Small Grains,1
28,918,204.1582857,2018,Canyon, Oats,1
31,56,12.45410022,2018,Canyon, Canola,1
33,2,0.444789293,2018,Canyon,Safflower,1
35,5,1.111973234,2018,Canyon, Mustard,1
36,288581,64178.86954,2018,Canyon, Alfalfa,1
37,24191,5379.948899,2018,Canyon, Other Hay/Non Alfalfa,1
41,40966,9110.619097,2018,Canyon, Sugarbeets,1
42,57694,12830.83675,2018,Canyon, Dry Beans,1
43,17750,3947.504979,2018,Canyon, Potatoes,1
44,1805,401.4223373,2018,Canyon, Other Crops,1
46,160,35.58314347,2018,Canyon, Sweet Potatoes,1
47,1339,297.7864319,2018,Canyon, Misc Vegs & Fruits,1
48,63,14.01086274,2018,Canyon,Watermelon,1
49,43545,9684.174891,2018,Canyon, Onions,1
52,15,3.335919701,2018,Canyon, Lentils,1
53,23209,5161.557356,2018,Canyon, Peas,1
56,22066,4907.360274,2018,Canyon, Hops,1
57,48665,10822.83548,2018,Canyon, Herbs,1
58,791,175.9141656,2018,Canyon, Clover/Wildflowers,0
59,1209,268.8751279,2018,Canyon, Sod/Grass Seed,1
61,35645,7927.257182,2018,Canyon, Fallow/Idle Cropland,0
67,9494,2111.414776,2018,Canyon, Peaches,1
68,2643,587.7890513,2018,Canyon, Apples,1
69,2232,496.3848515,2018,Canyon, Grapes,1
111,58409,12989.84892,2018,Canyon, Open Water,0
121,142376,31663.66022,2018,Canyon, Developed/Open Space,0
122,60702,13499.79984,2018,Canyon, Developed/Low Intensity,0
123,15803,3514.502602,2018,Canyon, Developed/Medium Intensity,0
124,2560,569.3302956,2018,Canyon, Developed/High Intensity,0
131,581,129.2112897,2018,Canyon, Barren,0
141,2,0.444789293,2018,Canyon, Deciduous Forest,0
142,469,104.3030893,2018,Canyon, Evergreen Forest,0
152,69310,15414.17296,2018,Canyon, Shrubland,0
176,364251,81007.47246,2018,Canyon, Grass/Pasture,0
190,2920,649.3923684,2018,Canyon, Woody Wetlands,0
195,11759,2615.138651,2018,Canyon, Herbaceous Wetlands,0
205,9620,2139.436501,2018,Canyon, Triticale,1
206,11811,2626.703172,2018,Canyon, Carrots,1
216,125,27.79933084,2018,Canyon, Peppers,1
219,133,29.57848801,2018,Canyon, Greens,1
220,254,56.48824027,2018,Canyon, Plums,1
222,58,12.89888951,2018,Canyon, Squash,1
225,461,102.5239321,2018,Canyon, Dbl Crop WinWht/Corn,1
227,245,54.48668844,2018,Canyon, Lettuce,1
237,22,4.892682228,2018,Canyon,Dbl Crop Barley/Corn,1
242,17,3.780708994,2018,Canyon, Blueberries,1
246,3675,817.3003267,2018,Canyon, Radishes,1
247,2980,662.7360472,2018,Canyon, Turnips,1